Blu-Ray/DVD Combo_rp,Blu-Ray/DVD Combo_sp,Blu-Ray_rp,Blu-Ray_sp,DVD_rp,DVD_sp,Essential Art House DVD_rp,Essential Art House DVD_sp,Janus Films DVD_rp,Janus Films DVD_sp,aspect_ratio,color,description,dir_link,duration,lang,title,year
,,$39.95,$31.96,$39.95,$31.96,,,,,1.33:1,Black & White,"Considered one of the greatest films ever made, The Rules of the Game (La règle du jeu), by Jean Renoir, is a scathing critique of corrupt French society cloaked in a comedy of manners in which a weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances. The film has had a tumultuous history: it was subjected to cuts after the violent response of the premiere audience in 1939, and the original negative was destroyed during World War II; it wasn’t reconstructed until 1959. That version, which has stunned viewers for decades, is presented here.",/shop/browse?director=renoir-jean,106 minutes,French,The Rules of the Game,1955
,,,,$39.95,$31.96,,,,,1.77:1,Color,"Peter O’Toole gives a tour-de-force performance as Jack, a man “cured” of believing he’s God—only to become Jack the Ripper incarnate. Based on Peter Barnes's irreverent play, this darkly comic indictment of Britain’s class system peers behind the closed doors of English aristocracy. Insanity, sadistic sarcasm, and black comedy—with just a touch of the Hollywood musical—are all featured in this beloved cult classic directed by Peter Medak.",/shop/browse?director=medak-peter,154 minutes,English,The Ruling Class,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Black & White,"In this deeply personal tale of estrangement and reconciliation between two rebellious brothers, set in a dreamlike and timeless Tulsa, Francis Ford Coppola gives mythic dimensions to intimate, painful emotions. The director’s “art film for teenagers” was his second adaptation of young-adult novelist S. E. Hinton’s work in a single year, after the more classically styled The Outsiders. Graced with a remarkable cast headed by Matt Dillon, Mickey Rourke, and Diane Lane; haunting black-and-white visuals that hark back to German expressionism and forward to Coppola’s own Tetro; and a powerful percussive score by Stewart Copeland that underlines the movie’s romantic fatalism, Rumble Fish pulsates throughout with genuine love and dread.",/shop/browse?director=coppola,94 minutes,English,Rumble Fish,1955
,,$39.95,$31.96,,,,,,,2.35:1,Color,"The dazzling sophomore film from Wes Anderson is equal parts coming-of-age story, French New Wave homage, and screwball comedy. Tenth grader Max Fischer (Jason Schwartzman) is Rushmore Academy’s most extracurricular student—and its least scholarly. He faces expulsion and enters into unlikely friendships with both a lovely first-grade teacher (Olivia Williams) and a melancholy self-made millionaire (Bill Murray, in an award-winning performance). Set to a soundtrack of classic British Invasion tunes, Rushmore defies categorization, capturing the pain and exuberance of adolescence with wit, emotional depth, and cinematic panache.",/shop/browse?director=anderson-wes,93 minutes,English,Rushmore,1955
,,,,,,,,,,2.35:1,Black & White,"Rusty Knife was the first smash for director Toshio Masuda, who would go on to become one of Japanese cinema’s major hit makers. In the film, Yujiro Ishihara and fellow top Nikkatsu star Akira Kobayashi play former hoodlums trying to leave behind a life of crime, but their past comes back to haunt them when the authorities seek them out as murder witnesses.",/shop/browse?director=masuda-toshio,90 minutes,Japanese,Rusty Knife,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"Julianne Moore gives a breakthrough performance as Carol White, a Los Angeles housewife in the late 1980s who comes down with a debilitating illness. After the doctors she sees can give her no clear diagnosis, she comes to believe that she has frighteningly extreme environmental allergies. A profoundly unsettling work from the great American director Todd Haynes, Safe functions on multiple levels: as a prescient commentary on self-help culture, as a metaphor for the AIDS crisis, as a drama about class and social estrangement, and as a horror film about what you cannot see. This revelatory drama was named the best film of the 1990s in a Village Voice poll of more than fifty critics.",/shop/browse?director=haynes-todd,119 minutes,English,Safe,1955
,,,,,,,,,,1.85:1,Color,"One of the discoveries of the groundbreaking production company BBS was director Henry Jaglom. The fiercely idiosyncratic filmmaker—who would go on to have a decades-spanning career making independently produced female character studies—was first revealed to the film world with A Safe Place. In this delicate, introspective drama, laced with fantasy elements, Tuesday Weld stars as a fragile young woman in New York, unable to reconcile her ambiguous past with her unmoored present; Orson Welles as an enchanting Central Park magician and Jack Nicholson as a mysterious ex-lover round out the cast.",/shop/browse?director=jaglom-henry,92 minutes,English,A Safe Place,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"The comic genius of silent star Harold Lloyd is eternal. Chaplin is the sweet innocent, Keaton the stoic outsider, but Lloyd—the modern guy striving for success—is us. And with its torrent of perfectly executed gags and astonishing stunts, Safety Last! is the perfect introduction to him. Lloyd plays a small-town bumpkin trying to make it in the big city, who finds employment as a lowly department-store clerk. He comes up with a wild publicity stunt to draw attention to the store, resulting in an incredible feat of derring-do on his part that gets him started on the climb to success. Laugh-out-loud funny and jaw-dropping in equal measure, Safety Last! is a movie experience par excellence, anchored by a genuine legend.",/shop/browse?director=newmeyer-fred,73 minutes,Silent,Safety Last!,1955
,,,,$39.95,$31.96,,,,,1.33:1,Black & White,"A landmark American documentary, Salesman captures in vivid detail the bygone era of the door-to-door salesman. While laboring to sell a gold-embossed version of the Good Book, Paul Brennan and his colleagues target the beleaguered masses—then face the demands of quotas and the frustrations of life on the road. Following Brennan on his daily rounds, the Maysles discover a real-life Willy Loman, walking the line from hype to despair.",/shop/browse?director=maysles-albert,91 minutes,English,Salesman,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"The notorious final film from Pier Paolo Pasolini, Salò, or The 120 Days of Sodom has been called nauseating, shocking, depraved, pornographic . . . It’s also a masterpiece. The controversial poet, novelist, and filmmaker’s transposition of the Marquis de Sade’s eighteenth-century opus of torture and degradation to Fascist Italy in 1944 remains one of the most passionately debated films of all time, a thought-provoking inquiry into the political, social, and sexual dynamics that define the world we live in.",/shop/browse?director=paolo-pasolini-pier,116 minutes,Italian,"Salò, or The 120 Days of Sodom",1955
,,,,$39.95,$31.96,,,,,1.85:1,Black & White,"July 5, 1950—Sicilian bandit Salvatore Giuliano's bullet-riddled corpse is found facedown in a courtyard in Castelvetrano, a handgun and rifle by his side. Local and international press descend upon the scene, hoping to crack open the true story behind the death of this young man, who, at the age of twenty-seven, had already become Italy’s most wanted criminal and celebrated hero. Filming in the exact locations and enlisting a cast of native Sicilians once impacted by the real Giuliano, director Francesco Rosi harnessed the facts and myths surrounding the true story of the bandit's death to create a startling exposé of Sicily and the tangled relations between its citizens, the Mafia, and government officials. A groundbreaking work of political filmmaking, Salvatore Giuliano established Rosi’s reputation and assured his place in cinema history.",/shop/browse?director=rosi-francesco,125 minutes,Italian,Salvatore Giuliano,1955
,,,,,,,,,,2.35:1,Color,"Hired by a yakuza boss to eliminate an accused debtor, Zatoichi fulfills his task, only to witness the victim’s sister paying the owed amount minutes later. When the crime lord tries to possess the woman along with the cash, the blind swordsman wrestles with the injustice he has caused, and vows to protect the young lady at all costs.",/shop/browse?director=misumi-kenji,82 minutes,Japanese,Samaritan Zatoichi,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"In a career-defining performance, Alain Delon plays Jef Costello, a contract killer with samurai instincts. After carrying out a flawlessly planned hit, Jef finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him. An elegantly stylized masterpiece of cool by maverick director Jean‑Pierre Melville, Le samouraï is a razor-sharp cocktail of 1940s American gangster cinema and 1960s French pop culture—with a liberal dose of Japanese lone-warrior mythology.",/shop/browse?director=melville-jean-pierre,105 minutes,French,Le samouraï,1955
,,,,,,,,,,1.33:1,Color,"Toshiro Mifune furiously embodies swordsman Musashi Miyamoto as he comes into his own in the action-packed middle section of the Samurai Trilogy. Duel at Ichijoji Temple furthers Miyamoto along his path to spiritual enlightenment, as well as further from the arms of the two women who love him: loyal Otsu (Kaoru Yachigusa) and conniving yet tragic Akemi (Mariko Okada). The film also brings him face to face with hordes of rivals intent on cutting him down, especially his legendary rival Kojiro (Koji Tsuruta). The titular climax is one of Japanese cinema’s most rousingly choreographed conflicts, intensified by Jun Yasumoto’s color cinematography and Ikuma Dan’s triumphant score.",/shop/browse?director=inagaki-hiroshi,103 minutes,Japanese,Samurai II: Duel at Ichijoji Temple,1955
,,,,,,,,,,1.33:1,Color,"A disillusioned Musashi Miyamoto (Toshiro Mifune) has turned his back on the samurai life, becoming a farmer in a remote village, while his nemesis Kojiro (Koji Tsuruta) now works for the shogun. Circumstances bring them back together for one final face-off. Though it’s marked by a memorably intense final battle sequence, the rousing conclusion to the Samurai Trilogy is engaged with matters of the heart as well, as Miyamoto must ask himself what it is that makes a warrior and a man.",/shop/browse?director=inagaki-hiroshi,104 minutes,Japanese,Samurai III: Duel at Ganryu Island,1955
,,,,,,,,,,1.33:1,Color,"In the first part of the epic Samurai Trilogy, Toshiro Mifune thunders onto the screen as the iconic title character. When we meet him, Miyamoto is a wide-eyed romantic, dreaming of military glory in the civil war that is ravaging the seventeenth-century countryside. Twists of fate, however, turn him into a fugitive. But he is saved by a woman who loves him and a cunning priest who guides him to the samurai path. Though the opening installment of a series, this film, lushly photographed in color, stands on its own, and won an Academy Award for the best foreign-language film of 1955.",/shop/browse?director=inagaki-hiroshi,93 minutes,Japanese,Samurai I: Musashi Miyamoto,1955
,,,,$29.95,$23.96,,,,,2.35:1,Black & White,"Toshiro Mifune stars as Isaburo Sasahara, an aging swordsman living a quiet life until his clan lord orders that his son marry the lord's mistress, who has recently displeased the ruler. Reluctantly, father and son take in the woman, and, to the family’s surprise, the young couple fall in love. But the lord soon reverses his decision and demands the mistress’s return. Against all expectations, Isaburo and his son refuse, risking the destruction of their entire family. Director Masaki Kobayashi's Samurai Rebellion is the gripping story of a peaceful man who finally decides to take a stand against injustice.",/shop/browse?director=kobayashi-masaki,121 minutes,Japanese,Samurai Rebellion,1955
,,,,$29.95,$23.96,,,,,2.35:1,Black & White,"Years of warfare end in a Japan unified under the Tokugawa shogunate, and samurai spy Sasuke Sarutobi, tired of conflict, longs for peace. When a high-ranking spy named Tatewaki Koriyama defects from the shogun to a rival clan, however, the world of swordsmen is thrown into turmoil. After Sasuke is unwittingly drawn into the conflict, he tracks Tatewaki, while a mysterious, white-hooded figure seems to hunt them both. By tale’s end, no one is who they seemed to be, and the truth is far more personal than anyone suspected. Director Masahiro Shinoda’s Samurai Spy, filled with clan intrigue, ninja spies, and multiple double crosses, marks a bold stylistic departure from swordplay film convention.",/shop/browse?director=shinoda-masahiro,100 minutes,Japanese,Samurai Spy,1955
,,,,,,,,,,1.33:1,Black & White,"Seeking out new avenues for his artistry, Paul Robeson moved his family to London in 1928. During the next twelve years, he headlined six British films, pioneering uncharted territory for black actors and reaching a level of prominence unthinkable in Hollywood. Robeson's first British production, Zoltán Korda's Sanders of the River, however, ended up being an embarrassment for the actor, its story of an African tribal leader transformed into a celebration of the British Empire.",/shop/browse?director=korda-zoltan,91 minutes,English,Sanders of the River,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,2.35:1,96 minutes,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Akira Kurosawa's tightly paced, beautifully composed Sanjuro. In this sly companion piece to Yojimbo, jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a ""proper"" samurai on its ear. Less brazen in tone than its predecessor but equally entertaining, this classic character's return is a masterpiece in its own right.",/shop/browse?director=kurosawa-akira,96 minutes,Japanese,Sanjuro,1955
,,,,,,,,,,1.33:1,Black & White,"Kurosawa’s effortless debut is based on a novel by Tsuneo Tomita about the rivalry between judo and jujitsu. Starring Susumu Fujita as the title character, Sanshiro Sugata is a thrilling martial arts action tale, but it’s also a moving story of moral education that’s quintessential Kurosawa.",/shop/browse?director=kurosawa-akira,79 minutes,Japanese,Sanshiro Sugata,1955
,,,,,,,,,,1.37:1,Black & White,"Kurosawa’s first film was such a success that the studio leaned on the director to make a sequel. The result is a hugely entertaining adventure, reuniting most of the major players from the original and featuring a two-part narrative in which Sanshiro first fights a pair of Americans and then finds himself the target of a revenge mission undertaken by the brothers of the original film’s villain.",/shop/browse?director=kurosawa-akira,83 minutes,Japanese,"Sanshiro Sugata, Part Two",1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.33:1,Black & White,"When an idealistic governor disobeys the reigning feudal lord, he is cast into exile, his wife and children left to fend for themselves and eventually wrenched apart by vicious slave traders. Under Kenji Mizoguchi’s dazzling direction, this classic Japanese story became one of cinema’s greatest masterpieces, a monumental, empathetic expression of human resilience in the face of evil.",/shop/browse?director=mizoguchi-kenji,124 minutes,Japanese,Sansho the Bailiff,1955
,,,,,,,,,,1.66:1,Color,"Chris Marker, filmmaker, poet, novelist, photographer, editor, and now videographer and digital multimedia artist, has been challenging moviegoers, philosophers, and himself for years with his complex queries about time, memory, and the rapid advancement of life on this planet. Sans Soleil  is his  mind-bending free-form travelogue that journeys from Africa to Japan.",/shop/browse?director=marker-chris,103 minutes,French,Sans Soleil,1955
,,,,,,,,,,1.66:1,Color,"A beautiful female college student is found dead in a public park; the police soon discover that her murder may have been racially motivated. Basil Dearden’s bold, direct police procedural, starring Nigel Patrick as the detective in charge of the investigation, is a devastating look at the way bigotry crosses class divides, and a snapshot of the increasingly interracial culture of England in the late fifties.",/shop/browse?director=dearden-basil,92 minutes,English,Sapphire,1955
,,,,,,,,,,1.78:1,111 minutes,"With his final film, Ingmar Bergman returned to two of his most richly drawn characters: Johan (Erland Josephson) and Marianne (Liv Ullman), the couple from Scenes from a Marriage. Dropping in on Johan’s secluded country house after decades of separation, Marianne reconnects with the man she once loved. Nearby, the widowed musician Henrik (Börje Ahlstedt), Johan’s son from an earlier marriage, clutches desperately to his only child, the teenage Karin (Julia Dufvenius). A chamber piece performed by four wounded characters and suffused with disappointment and forgiveness, Saraband is a generous farewell to cinema from one of its greatest artists.",/shop/browse?director=bergman-ingmar,111 minutes,Swedish,Saraband,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"Ingmar Bergman presents the battle of the sexes as a ramshackle, grotesque carnival of humiliation in Sawdust and Tinsel, one of the master’s most vivid early works and his first of many collaborations with the great cinematographer Sven Nykvist. The story of the charged relationship between a turn-of-the-twentieth-century circus owner (Åke Grönberg) and his younger mistress (Harriet Andersson), a horseback rider in the traveling show, the film features dreamlike detours and twisted psychosexual power plays, making for a piercingly brilliant depiction of physical and spiritual degradation.",/shop/browse?director=bergman-ingmar,92 minutes,Swedish,Sawdust and Tinsel,1955
,,,,,,,,,,1.33:1,Black & White,"A handsome, suave Toshiro Mifune lights up the screen as painter Ichiro, whose circumstantial meeting with a famous singer (Yoshiko Yamaguchi) is twisted by the tabloid press into a torrid affair. Ichiro files a lawsuit against the seedy gossip magazine, but his lawyer, Hiruta (Kurosawa stalwart Takashi Shimura), is playing both sides. A portrait of cultural moral decline, Scandal is also a compelling courtroom drama and a moving tale of human redemption.",/shop/browse?director=kurosawa-akira,105 minutes,Japanese,Scandal,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.78:1,Color,"With Scanners, David Cronenberg plunges us into one of his most terrifying and thrilling sci-fi worlds. After a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them. A trademark Cronenberg combination of the visceral and the cerebral, this phenomenally gruesome and provocative film about the expanses and limits of the human mind was the Canadian director’s breakout hit in the United States.",/shop/browse?director=cronenberg-david,103 minutes,English,Scanners,1955
,,,,,,,,,,1.33:1,Black & White,"Marlene Dietrich stars in Josef von Sternberg’s feverishly debauched biopic as the spoiled princess Sophia Frederica, who grows up being groomed for greatness and yearning for a handsome husband. Sent to Russia to marry the Grand Duke Peter, she is horrified to discover that her betrothed is a half-wit and her new home a macabre palace where depravity rules. Before long, however, she is initiated into the sadistic power politics that govern the court, paving the way for her transformation into the imperious libertine Catherine the Great. A lavish spectacle in which von Sternberg’s domineering visual genius reaches new heights of florid extravagance, The Scarlet Empress is a perversely erotic portrait of a woman—and a movie star—capable of bringing legions to heel.",/shop/browse?director=von-sternberg-josef,104 minutes,English,The Scarlet Empress,1955
,,$49.95,$39.96,$49.95,$39.96,,,,,1.33:1,Color,"Scenes from a Marriage chronicles the many years of love and turmoil that bind Marianne (Liv Ullmann) and Johan (Erland Josephson), tracking their relationship as it progresses through a number of successive stages: matrimony, infidelity, divorce, and subsequent partnerships. Originally conceived as a five-hour, six-part television miniseries, the film is also presented in its three-hour theatrical cut. Shot on 16 mm in intense, intimate close-ups by cinematographer Sven Nykvist and featuring flawless performances by Ullmann and Josephson, Bergman’s emotional X-ray reveals the intense joys and pains of a complex bond.",/shop/browse?director=bergman-ingmar,297 minutes,Swedish,Scenes from a Marriage,1955
,,,,$39.95,$31.96,,,,,1.85:1,Color,"Fletcher Munson has a doppelgänger in dentist Dr. Jeffrey Korchek. In his only starring performance to date, acclaimed director Steven Soderbergh inhabits both roles: Munson, onanistic corporate drone and speechwriter for New Age guru T. Azimuth Schwitters, and the swinging Korchek, Muzak enthusiast and lover to Munson’s disenchanted wife. Meanwhile, mad exterminator and part-time celebrity prima donna Elmo Oxygen seduces local housewives in secret code and plots against Schwitters. Placing the onus squarely on the viewer (“If you don’t understand this film, it’s your fault and not ours”), writer/director/editor/cameraman Soderbergh presents a deranged comedy of confused identity, doublespeak, and white-knuckled corporate intrigue, confirming his status as one of America’s most daring and unpredictable filmmakers.",/shop/browse?director=soderbergh-steven,96 minutes,English,Schizopolis,1955
,,,,$39.95,$31.96,,,,,1.33:1,Color,"The mesmerizing, utterly unclassifiable science films of Jean Painlevé (1902-89) have to be seen to be believed: delightful, surrealist-influenced dream works that are also serious science. The French filmmaker-scientist-inventor had a decades-spanning career in which he created hundreds of short films on subjects ranging from astronomy to pigeons to, most famously, such marine-life marvels as the sea horse and the sea urchin. This definitive three-disc collection brings together the best of these, and also includes the French television series Jean Painlevé Through His Films, rock band Yo La Tengo's eight-film score The Sounds of Science, and an essay by film scholar Scott MacDonald.",/shop/browse?director=painleve-jean,315 minutes,French,Science Is Fiction: 23 Films by Jean Painlevé,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.75:1,Black & White,"Rock Hudson is a revelation in this sinister, science-fiction-inflected dispatch from the fractured 1960s. Seconds, directed by John Frankenheimer, concerns a middle-aged banker who, dissatisfied with his suburban existence, elects to undergo a strange and elaborate procedure that will grant him a new life. Starting over in America, however, is not as easy as it sounds. This paranoiac symphony of canted camera angles (courtesy of famed cinematographer James Wong Howe), fragmented editing, and layered sound design is a remarkably risk-taking Hollywood film that ranks high on the list of its legendary director’s achievements.",/shop/browse?director=frankenheimer-john,107 minutes,English,Seconds,1955
,,,,$39.95,$31.96,,,,,1.33:1,Color,"Sequestered in his home, a disgraced President Richard Milhous Nixon arms himself with a bottle of scotch and a gun to record memoirs that no one will hear. He is surrounded by the silent portraits of Lincoln, Eisenhower, Kissinger, and his mother, as he resurrects his past in a passionate attempt to defend himself and his political legacy. Based on the original play by Donald Freed and Arnold M. Stone, and starring Philip Baker Hall in a tour de force solo performance, Robert Altman’s Secret Honor is a searing interrogation of the Nixon mystique and an audacious depiction of unchecked paranoia.",/shop/browse?director=altman-robert,90 minutes,English,Secret Honor,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"The winner of four César awards, including best picture and director, Abdellatif Kechiche’s The Secret of the Grain is a stirring drama about the daily joys and struggles of a bustling French-Arab family. It has the texture of a documentary but a classic, almost Shakespearean structure: when patriarch Slimane acts on his wish to open a portside restaurant specializing in his ex-wife’s couscous and fish, the extended clan’s passions and problems explode, leading to an engrossing, suspenseful climax. With sensitivity and grit, The Secret of the Grain celebrates the role food plays in family life and gets to the core of contemporary immigrant experience.",/shop/browse?director=kechiche-abdellatif,154 minutes,"Arabic,                                          French",The Secret of the Grain,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,2.35:1,Color,"A master of intensely emotional human dramas, director Lee Chang-dong is a luminary of contemporary Korean cinema, and his place on the international stage was cemented by this stirring and unpredictable work examining grief and deliverance. An effortless mix of lightness and uncompromising darkness, Secret Sunshine (Miryang) stars Cannes best actress winner Jeon Do-yeon as a widowed piano teacher who moves with her young son from Seoul to her late husband’s provincial hometown for a fresh start. Quietly expressive, supple filmmaking and sublime, subtle performances distinguish this remarkable portrayal of the search for grace amid tragedy.",/shop/browse?director=lee-chang-dong,142 minutes,Korean,Secret Sunshine,1955
,,,,$29.95,$23.96,,,,,1.85:1,Black & White,"Shotgun weddings, kidnapping, attempted murder, emergency dental work—the things Don Vincenzo will do to restore his family's honor! Pietro Germi's Seduced and Abandoned was the follow-up to his international sensation Divorce Italian Style, and in many ways it's even more audacious—a rollicking yet raw series of escalating comic calamities that ensue in a small village when sixteen-year-old Agnese (the beautiful Stefania Sandrelli) loses her virginity at the hands of her sister's lascivious fiance. Merciless and mirthful, Seduced and Abandoned skewers Sicilian social customs and pompous patriarchies with a sly, devilish grin.",/shop/browse?director=germi-pietro,117 minutes,Italian,Seduced and Abandoned,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.33:1,Color,"This lush, Technicolor tragic romance from Luchino Visconti stars Alida Valli as a nineteenth-century Italian countess who, during the Austrian occupation of her country, puts her marriage and political principles on the line by engaging in a torrid affair with a dashing Austrian lieutenant, played by Farley Granger. Gilded with ornate costumes and sets and a rich classical soundtrack, and featuring fearless performances, this operatic melodrama is an extraordinary evocation of reckless emotions and deranged lust, from one of the cinema’s great sensualists.
Senso was restored by StudioCanal, Centro Sperimentale di Cinematografia-Cineteca Nazionale, and the Cineteca di Bologna at L’Immagine Ritrovata. Restoration funding provided by Gucci, The Film Foundation, and Comitato Italia 150.",/shop/browse?director=visconti-luchino,123 minutes,Italian,Senso,1955
,,,,,,,,,,1.66:1,119 minutes,"One rainy night in Weimar Berlin, Jewish American circus performer Abel Rosenberg (David Carradine) discovers that his brother Max, his trapeze-act partner, has killed himself. What follows is one of Bergman’s darkest and most fearful visions, as the drowned-in-drink Abel and Max’s ex-wife, cabaret singer Manuela (Liv Ullmann), feel increasingly unwelcome in a menacing and destitute city, eyed by the police as well as a scientist with diabolical intentions. The director’s sole big-budget Hollywood production, for which he created a surreal and atmospheric Berlin on a Munich soundstage, The Serpent’s Egg conjures a Kafkaesque nightmare about the decaying society that gave rise to the horrors of Nazism.",/shop/browse?director=bergman-ingmar,119 minutes,"English,                                          German",The Serpent’s Egg,1955
,,$49.95,$39.96,$49.95,$39.96,,,,,1.33:1,Black & White,"One of the most thrilling movie epics of all time, Seven Samurai (Shichinin no samurai) tells the story of a sixteenth-century village whose desperate inhabitants hire the eponymous warriors to protect them from invading bandits. This three-hour ride from Akira Kurosawa—featuring legendary actors Toshiro Mifune and Takashi Shimura—seamlessly weaves philosophy and entertainment, delicate human emotions and relentless action, into a rich, evocative, and unforgettable tale of courage and hope.",/shop/browse?director=kurosawa-akira,207 minutes,Japanese,Seven Samurai,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"Returning exhausted from the Crusades to find medieval Sweden gripped by the Plague, a knight (Max von Sydow) suddenly comes face-to-face with the hooded figure of Death, and challenges him to a game of chess. As the fateful game progresses, and the knight and his squire encounter a gallery of outcasts from a society in despair, Bergman mounts a profound inquiry into the nature of faith and the torment of mortality. One of the most influential films of its time, The Seventh Seal is a stunning allegory of man’s search for meaning and a work of stark visual poetry.",/shop/browse?director=bergman-ingmar,96 minutes,Swedish,The Seventh Seal,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"With his provocative feature debut, twenty-six-year-old Steven Soderbergh trained his focus on the complexities of human intimacy and deception in the modern age. Housewife Ann (Andie MacDowell) feels distant from her lawyer husband, John (Peter Gallagher), who is sleeping with her sister, Cynthia (Laura San Giacomo). When John’s old friend Graham (a magnetic, Cannes-award-winning James Spader) comes to town, Ann is drawn to the soft-spoken outsider, eventually uncovering his startling private obsession: videotaping women as they confess their deepest desires. A piercingly intelligent and flawlessly performed chamber piece, in which the video camera becomes a charged metaphor for the characters’ isolation, the Palme d’Or–winning sex, lies, and videotape changed the landscape of American film, helping pave the way for the thriving independent scene of the 1990s.",/shop/browse?director=soderbergh-steven,100 minutes,English,"sex, lies, and videotape",1955
,,,,$29.95,$23.96,,,,,1.33:1,Black & White,"John Cassavetes’s directorial debut revolves around a romance in New York City between Lelia (Lelia Goldoni), a light- skinned black woman, and Tony (Anthony Ray), a white man. The relationship is put in jeopardy when Tony meets Lelia’s darker-skinned jazz singer brother, Hugh (Hugh Hurd), and discovers that her racial heritage is not what he thought it was. Shot on location in Manhattan with a mostly nonprofessional cast and crew, Shadows is a penetrating work that is widely considered the forerunner of the American independent film movement.",/shop/browse?director=cassavetes-john,82 minutes,English,Shadows,1955
,,,,,,,,,,1.85:1,Color,"Lonely garbageman Nikkander (Matti Pellonpää) finds himself directionless after losing his friend and co-worker to a sudden heart attack; unlikely redemption comes in the form of plain supermarket cashier Ilona (Kati Outinen, in her first of many performances for Kaurismäki), with whom he begins a tentative love affair. Boiling down what is essentially a romantic comedy to a series of spare and beautiful gestures, Kaurismäki conjures an unexpected delight that finds hope blossoming even amid gray surroundings.",/shop/browse?director=kaurismaeki-aki,74 minutes,Finnish,Shadows in Paradise,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"The diabolical thriller Shallow Grave was the first film from director Danny Boyle, producer Andrew Macdonald, and screenwriter John Hodge (the smashing team behind Trainspotting). In it, three self-involved Edinburgh roommates—played by Kerry Fox, Christopher Eccleston, and Ewan McGregor, in his first starring role—take in a brooding boarder, and when he dies of an overdose, leaving a suitcase full of money, the trio embark on a series of very bad decisions, with extraordinarily grim consequences for all. Macabre but with a streak of offbeat humor, this stylistically influential tale of guilt and derangement is a full-throttle bit of Hitchcockian nastiness.",/shop/browse?director=boyle-danny,93 minutes,English,Shallow Grave,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"Directed by Ingmar Bergman, 
Shame (Skammen) is at once an examination of the violent legacy of World War II and a scathing response to the escalation of the conflict in Vietnam. Max von Sydow and Liv Ullmann star as musicians living in quiet retreat on a remote island farm, until the civil war that drove them from the city catches up with them there. Amid the chaos of the military struggle, vividly evoked by pyrotechnics and by cinematographer Sven Nykvist’s handheld camera work, the two are faced with impossible moral choices that tear at the fabric of their relationship. This film, which contains some of the most devastating scenes in Bergman’s oeuvre, shows the impact of war on individual lives.",/shop/browse?director=bergman-ingmar,103 minutes,Swedish,Shame,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"Shampoo gives us a day in the life of George (Warren Beatty), a Beverly Hills hairdresser and lothario who runs around town on the eve of the 1968 presidential election trying to make heads or tails of his financial and romantic entanglements. His attempts to scrape together the money to open his own salon are continually sidetracked by the distractions presented by his lovers—played brilliantly by Goldie Hawn, Julie Christie, and Lee Grant (in an Oscar-winning performance). Beatty dreamed up the project, cowrote the script with Robert Towne, and enlisted Hal Ashby as director, and the resulting carousel of doomed relationships is an essential seventies farce, a sharp look back at the sexual politics and self-absorption of the preceding decade.",/shop/browse?director=ashby-hal,110 minutes,English,Shampoo,1955
,,,,,,,,,,1.33:1,Black & White,"An intoxicating mix of adventure, romance, and pre-Code salaciousness, Shanghai Express marks the commercial peak of an iconic collaboration. Marlene Dietrich is at her wicked best as Shanghai Lily, a courtesan whose reputation brings a hint of scandal to a three-day train ride through war-torn China. On board, she is surrounded by a motley crew of foreigners and lowlifes, including a fellow fallen woman (Anna May Wong), an old flame (Clive Brook), and a rebel leader wanted by the authorities (Warner Oland). As tensions come to a boil, director Josef von Sternberg delivers one breathtaking image after another, enveloping his star in a decadent profusion of feathers, furs, and cigarette smoke. The result is a triumph of studio filmmaking and a testament to the mythic power of Hollywood glamour.",/shop/browse?director=von-sternberg-josef,82 minutes,English,Shanghai Express,1955
